"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"860Z200US07063","ZCTA5 07063","3931","335","3.4","2.1","1.1","0.9","4.5","2.3","3.6","1.8","8.0","2.9","16.7","4.6","16.0","4.2","22.0","4.5","14.1","3.8","10.6","3.5","93304","9127","106796","7487","41.4","(X)","(X)","(X)","(X)","(X)","3288","327","2.4","2.2","2.6","2.3","5.9","3.2","2.9","1.7","7.2","2.5","16.7","5.7","15.3","4.4","23.4","4.9","15.2","4.7","8.4","2.9","91840","13881","104807","8174","(X)","(X)","43.4","(X)","(X)","(X)","1785","242","0.0","2.5","1.0","1.5","1.6","1.7","2.7","2.1","3.6","2.6","11.4","5.0","15.2","6.2","28.3","7.0","23.2","6.9","13.0","4.8","130823","14801","N","N","(X)","(X)","(X)","(X)","(X)","(X)","643","157","11.4","7.4","1.4","2.1","12.6","9.7","5.1","4.4","8.4","6.3","13.1","8.6","11.2","9.9","14.5","9.4","12.9","11.6","9.5","8.4","64886","44740","85530","21003","(X)","(X)","(X)","(X)","27.2","(X)",
"860Z200US07064","ZCTA5 07064","1101","140","3.0","3.3","1.4","1.5","2.2","2.0","3.5","2.7","5.4","3.7","7.1","4.2","17.9","8.3","14.8","5.9","22.0","6.4","22.8","7.3","133854","24175","143283","16666","54.0","(X)","(X)","(X)","(X)","(X)","903","137","0.0","4.9","0.0","4.9","1.4","1.7","1.2","2.1","5.9","4.2","5.9","4.1","15.6","8.3","16.4","7.4","29.9","8.2","23.7","9.1","152083","9610","158178","19005","(X)","(X)","54.4","(X)","(X)","(X)","601","122","0.0","7.2","0.0","7.2","1.2","1.7","0.0","7.2","6.5","5.5","2.2","2.3","16.6","9.4","17.5","8.2","29.6","10.2","26.5","10.7","155362","23198","N","N","(X)","(X)","(X)","(X)","(X)","(X)","198","69","16.7","17.2","7.6","8.8","5.6","8.7","13.6","11.7","3.5","6.1","12.6","12.4","28.3","25.0","7.6","8.3","4.5","7.1","0.0","20.2","51667","47320","56716","18477","(X)","(X)","(X)","(X)","40.4","(X)",
"860Z200US07065","ZCTA5 07065","12257","522","3.4","1.6","4.0","1.9","7.2","2.3","6.0","2.8","8.1","2.1","14.4","3.8","13.8","3.0","20.1","3.8","11.1","2.2","11.9","2.5","91461","7212","104551","5648","46.4","(X)","(X)","(X)","(X)","(X)","7890","426","1.1","1.2","2.5","2.3","3.0","2.5","4.7","3.6","6.9","2.6","12.9","3.5","15.0","4.6","23.2","4.8","14.1","3.5","16.6","4.2","110407","13361","125601","7881","(X)","(X)","49.9","(X)","(X)","(X)","5050","445","1.3","1.8","3.2","3.4","1.6","1.4","1.8","1.5","3.4","1.6","12.3","4.4","10.4","4.4","23.6","5.4","18.4","4.6","24.0","6.4","137908","17993","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4367","609","7.6","3.5","6.8","3.8","15.1","5.5","8.3","4.0","11.5","4.3","20.4","7.4","11.0","4.2","12.4","4.0","4.5","2.8","2.3","1.4","51955","14447","61640","5508","(X)","(X)","(X)","(X)","37.8","(X)",
"860Z200US07066","ZCTA5 07066","5929","347","1.3","0.7","2.0","1.4","2.4","1.4","2.1","1.3","5.5","1.8","12.6","4.0","13.0","4.1","21.4","5.1","13.7","3.1","25.9","3.7","133504","14653","152086","8560","38.2","(X)","(X)","(X)","(X)","(X)","4166","213","0.0","1.1","0.2","0.4","1.4","1.1","0.5","0.6","4.0","1.9","11.1","4.7","11.1","5.2","22.8","5.3","17.3","4.4","31.5","5.4","147245","13420","175735","12321","(X)","(X)","40.4","(X)","(X)","(X)","3470","292","0.0","1.3","0.0","1.3","1.7","1.3","0.0","1.3","4.0","2.3","9.5","4.9","10.8","6.0","20.0","5.8","19.1","5.0","34.8","5.9","159159","15573","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1763","349","4.3","2.4","6.3","4.7","4.7","3.5","6.4","3.9","9.6","5.0","15.7","6.7","17.5","9.8","22.1","11.0","4.1","2.8","9.5","5.3","79482","21637","92263","15167","(X)","(X)","(X)","(X)","31.0","(X)",
"860Z200US07067","ZCTA5 07067","6262","349","2.3","1.2","2.3","1.2","3.6","1.8","7.1","3.2","3.9","1.3","9.5","2.8","9.2","2.7","19.1","3.3","14.9","3.2","28.0","3.9","122713","21938","153720","11658","44.0","(X)","(X)","(X)","(X)","(X)","4906","290","0.8","0.6","0.4","0.5","2.3","2.0","4.0","2.8","2.7","1.4","7.7","2.6","9.8","3.4","20.9","4.2","17.1","4.0","34.3","4.5","152391","12564","175586","12731","(X)","(X)","43.7","(X)","(X)","(X)","4129","288","0.4","0.5","0.3","0.4","0.0","1.1","2.3","1.4","2.9","1.5","5.3","2.6","10.3","3.9","22.5","4.8","18.8","4.6","37.3","5.1","163656","15557","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1356","252","7.7","5.0","9.1","5.1","9.7","5.4","17.5","10.7","8.3","4.5","15.6","7.8","6.7","3.7","14.6","8.8","5.9","4.1","5.0","3.6","47857","15436","70022","12982","(X)","(X)","(X)","(X)","43.4","(X)",
"860Z200US07068","ZCTA5 07068","2513","160","1.1","1.8","0.6","1.0","4.9","3.9","1.5","1.7","1.8","2.1","7.3","5.0","12.0","6.5","16.8","6.1","11.1","4.6","43.0","9.1","164458","33332","203213","26093","32.2","(X)","(X)","(X)","(X)","(X)","1953","161","0.0","2.3","0.0","2.3","3.3","4.2","1.3","1.5","1.5","1.7","4.0","3.1","10.8","7.5","16.2","6.8","12.2","5.7","50.6","11.6","203750","63821","225104","33700","(X)","(X)","32.8","(X)","(X)","(X)","1535","185","0.0","2.9","0.0","2.9","2.9","4.6","0.9","1.5","0.0","2.9","4.1","3.5","8.4","6.5","17.3","7.4","10.6","5.7","55.9","12.1","231746","49125","N","N","(X)","(X)","(X)","(X)","(X)","(X)","560","196","5.0","8.0","2.9","4.5","10.2","9.3","2.0","3.4","7.9","8.7","13.2","15.6","18.8","14.6","16.6","11.3","20.5","14.0","3.0","4.8","91786","16538","103447","26571","(X)","(X)","(X)","(X)","29.8","(X)",
"860Z200US07069","ZCTA5 07069","2412","175","4.0","3.3","0.0","1.8","4.1","4.1","3.1","2.9","2.2","2.3","7.4","5.8","9.3","5.2","10.1","4.9","16.4","7.3","43.4","7.2","171705","14390","238798","30656","34.3","(X)","(X)","(X)","(X)","(X)","1783","170","1.1","1.9","0.0","2.5","0.8","1.3","0.0","2.5","0.7","1.2","7.9","8.2","10.4","6.2","9.5","5.8","14.9","6.5","54.8","9.1","204823","56953","288315","38733","(X)","(X)","30.1","(X)","(X)","(X)","1538","233","1.3","2.2","0.0","2.9","0.9","1.5","0.0","2.9","0.8","1.4","1.4","2.0","6.5","5.1","9.9","6.1","15.7","6.9","63.5","8.6","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","629","176","12.2","11.9","0.0","6.9","13.7","14.5","11.8","11.3","6.4","7.1","20.8","18.8","8.9","10.2","11.8","10.6","6.0","6.7","8.4","8.4","60417","25076","78624","25805","(X)","(X)","(X)","(X)","46.3","(X)",
"860Z200US07070","ZCTA5 07070","6875","281","2.3","1.1","2.3","2.6","1.7","1.0","3.9","2.3","6.1","2.3","11.3","3.1","6.0","2.1","18.6","3.9","18.0","3.6","29.8","3.7","143153","13176","169304","8652","35.7","(X)","(X)","(X)","(X)","(X)","4755","266","1.7","1.3","2.7","3.7","1.6","1.1","1.8","2.4","3.7","2.9","7.8","2.4","8.4","5.3","13.9","3.6","17.7","4.3","40.7","5.4","173561","20268","196457","14161","(X)","(X)","33.6","(X)","(X)","(X)","3547","271","0.6","0.8","0.7","1.1","0.9","1.0","2.4","3.2","2.4","1.5","6.8","2.4","3.9","2.1","13.3","4.1","16.8","4.2","52.1","5.8","210774","22527","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2120","322","3.6","2.8","1.5","1.8","2.4","2.4","8.6","5.0","15.7","6.3","20.8","7.9","7.8","3.2","23.3","7.8","12.4","5.0","4.0","2.4","72754","9726","94557","10265","(X)","(X)","(X)","(X)","34.7","(X)",
"860Z200US07071","ZCTA5 07071","9208","442","4.5","2.1","3.8","2.2","2.8","1.1","3.4","1.9","7.2","2.3","12.2","3.5","12.7","3.6","20.8","5.1","12.5","3.3","20.2","3.4","111711","11189","134479","9907","40.4","(X)","(X)","(X)","(X)","(X)","6268","363","1.6","1.3","2.1","2.3","1.9","1.3","1.6","1.3","4.4","2.2","9.7","3.3","13.9","4.4","23.5","6.9","15.0","4.3","26.4","4.9","129244","20323","157677","12252","(X)","(X)","42.8","(X)","(X)","(X)","4316","404","0.2","0.5","0.1","0.3","0.9","0.9","1.4","1.8","3.2","2.4","8.6","3.2","14.6","5.0","20.1","5.3","16.2","5.0","34.6","6.6","152035","22667","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2940","526","11.4","5.4","7.3","5.4","4.7","2.6","7.7","4.8","12.7","5.3","20.1","8.1","10.0","5.0","13.8","4.4","7.8","4.4","4.4","2.9","61733","12352","77065","11762","(X)","(X)","(X)","(X)","34.3","(X)",
"860Z200US07072","ZCTA5 07072","2586","375","6.9","6.9","1.2","3.2","2.9","3.0","11.1","8.0","5.5","4.3","10.5","7.1","6.6","5.0","15.0","5.9","18.1","6.7","22.2","13.7","115444","38476","127627","22119","40.8","(X)","(X)","(X)","(X)","(X)","1548","187","6.7","9.9","2.0","5.3","0.0","2.9","0.0","2.9","7.2","5.8","6.8","5.4","11.0","9.0","14.3","7.4","17.2","9.6","34.9","19.7","154038","33447","155298","30783","(X)","(X)","41.9","(X)","(X)","(X)","1201","241","0.0","3.7","0.0","3.7","0.0","3.7","0.0","3.7","6.7","7.1","8.7","7.0","11.3","10.5","15.2","9.3","13.7","9.7","44.5","21.2","173398","65427","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1038","470","7.2","6.1","0.0","4.2","7.3","7.2","27.6","16.4","2.9","4.7","16.0","16.3","3.1","4.2","13.1","9.0","19.5","8.0","3.3","4.1","60175","27094","82536","14858","(X)","(X)","(X)","(X)","36.1","(X)",
"860Z200US07073","ZCTA5 07073","4217","350","3.6","2.8","0.9","1.2","5.8","6.0","4.3","2.7","5.7","4.0","15.6","5.1","16.1","5.4","22.6","5.4","12.0","4.1","13.4","3.9","97993","13948","118724","12550","45.5","(X)","(X)","(X)","(X)","(X)","2618","207","1.3","1.9","0.0","1.7","2.2","3.5","4.3","3.6","11.8","7.4","11.0","5.3","17.0","6.7","20.4","8.2","13.3","4.7","18.7","5.7","107831","15528","136642","16707","(X)","(X)","50.0","(X)","(X)","(X)","1764","256","1.9","2.8","0.0","2.5","0.0","2.5","5.3","4.9","3.1","2.6","9.0","5.3","13.5","6.3","25.2","10.3","17.1","6.8","24.9","7.7","122965","24554","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1599","421","7.4","6.1","2.4","3.0","11.8","14.3","7.6","5.9","3.9","3.5","16.6","7.7","18.5","11.1","24.0","8.6","5.3","4.6","2.5","3.0","75085","13440","78035","13934","(X)","(X)","(X)","(X)","36.3","(X)",
"860Z200US07074","ZCTA5 07074","1061","159","2.8","2.3","6.7","7.4","6.7","4.3","3.8","3.1","6.1","5.0","15.1","7.8","10.8","4.8","15.8","5.6","15.4","7.7","16.8","6.4","90260","27756","117570","16540","54.5","(X)","(X)","(X)","(X)","(X)","739","112","0.0","5.9","0.0","5.9","3.2","3.3","2.3","2.7","6.8","6.1","13.0","10.1","15.8","7.5","15.8","7.1","20.0","10.5","23.0","9.3","130781","37993","143744","22485","(X)","(X)","67.7","(X)","(X)","(X)","487","136","0.0","8.8","0.0","8.8","2.5","3.7","1.0","1.6","3.7","3.6","8.6","7.4","15.8","8.7","16.2","9.0","21.6","12.4","30.6","11.4","150547","17059","N","N","(X)","(X)","(X)","(X)","(X)","(X)","322","138","9.3","7.4","22.0","21.6","18.3","13.2","7.1","8.2","4.7","8.0","16.1","11.8","4.3","4.7","10.9","9.2","4.7","6.7","2.5","3.7","30000","23459","51693","14660","(X)","(X)","(X)","(X)","21.4","(X)",
"860Z200US07075","ZCTA5 07075","3910","204","3.0","2.8","0.8","1.2","2.6","1.9","1.2","1.4","6.0","3.4","8.1","3.3","14.1","5.3","20.2","4.7","13.3","5.4","30.7","6.2","136108","19259","178767","18780","41.9","(X)","(X)","(X)","(X)","(X)","2773","184","6.0","4.6","1.2","1.7","0.0","1.6","0.0","1.6","0.6","1.0","5.1","3.1","12.0","5.5","21.0","5.8","16.8","7.5","37.3","7.7","164148","39684","203356","25088","(X)","(X)","42.3","(X)","(X)","(X)","2263","230","1.0","1.6","1.5","2.0","0.0","2.0","0.0","2.0","0.8","1.2","0.9","1.2","11.7","6.8","20.2","7.1","19.7","8.9","44.4","8.9","184045","15270","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1137","271","0.0","3.9","0.0","3.9","9.0","6.1","4.0","4.9","15.0","9.4","15.2","10.4","19.3","12.2","18.1","9.5","4.7","3.9","14.8","8.9","76834","11227","114944","26961","(X)","(X)","(X)","(X)","40.8","(X)",
"860Z200US07076","ZCTA5 07076","8563","339","2.1","1.3","1.0","0.6","1.3","0.8","6.6","3.6","4.9","1.8","5.1","1.7","4.9","2.1","14.8","3.2","13.0","2.6","46.4","4.7","183655","18502","217722","12012","39.2","(X)","(X)","(X)","(X)","(X)","6850","310","0.7","0.8","0.3","0.4","1.1","0.8","1.9","1.9","2.9","1.8","4.8","1.9","3.6","1.9","14.6","3.3","14.7","3.4","55.4","4.4","214865","13061","246294","12834","(X)","(X)","36.8","(X)","(X)","(X)","5851","380","0.0","0.8","0.4","0.4","0.9","0.9","1.9","2.3","2.7","2.0","2.8","1.5","2.0","1.9","13.2","3.5","15.1","3.6","61.0","5.1","230262","18764","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1713","378","7.7","5.7","3.9","2.7","2.2","2.1","25.2","15.3","14.1","7.1","7.3","4.8","11.4","6.7","11.9","6.4","5.8","4.7","10.5","5.9","46004","23253","100824","31645","(X)","(X)","(X)","(X)","48.0","(X)",
"860Z200US07077","ZCTA5 07077","1291","202","5.1","3.8","0.0","3.4","0.6","1.0","3.2","2.4","4.9","4.1","20.4","10.1","11.7","7.6","22.2","9.9","10.5","6.3","21.3","9.7","108948","16155","134393","20122","38.2","(X)","(X)","(X)","(X)","(X)","852","159","0.0","5.1","0.0","5.1","0.0","5.1","3.9","3.4","1.5","2.4","5.8","4.8","14.6","10.5","31.9","13.4","13.4","8.9","29.0","12.9","126250","41308","161592","22481","(X)","(X)","31.6","(X)","(X)","(X)","739","165","0.0","5.9","0.0","5.9","0.0","5.9","3.4","3.5","1.8","2.8","4.5","4.5","15.2","11.7","31.8","14.9","11.4","9.4","32.1","14.7","132292","41031","N","N","(X)","(X)","(X)","(X)","(X)","(X)","439","170","15.0","12.7","0.0","9.7","1.8","2.8","1.8","3.0","11.4","11.4","49.0","21.3","6.2","9.7","3.4","5.3","5.0","8.2","6.4","6.4","55721","17767","78244","22407","(X)","(X)","(X)","(X)","51.0","(X)",
"860Z200US07078","ZCTA5 07078","4519","264","1.6","1.2","0.5","0.6","0.8","0.8","0.8","1.0","0.5","0.6","2.8","1.7","1.6","1.3","7.9","3.8","3.6","1.5","79.9","4.4","250,000+","***","538045","41952","40.6","(X)","(X)","(X)","(X)","(X)","4132","201","1.0","1.1","0.2","0.3","0.3","0.5","0.0","1.1","0.0","1.1","0.3","0.5","1.5","1.4","7.4","3.9","3.2","1.4","86.0","4.6","250,000+","***","573777","43547","(X)","(X)","40.8","(X)","(X)","(X)","3816","211","0.2","0.4","0.2","0.4","0.3","0.5","0.0","1.2","0.0","1.2","0.3","0.5","1.7","1.5","6.8","4.1","3.5","1.5","86.9","4.5","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","387","143","8.5","9.8","3.1","5.1","6.5","7.6","8.8","10.3","5.9","6.9","28.9","15.3","2.6","4.5","13.4","10.5","7.2","8.8","15.0","11.1","64509","20492","136835","75923","(X)","(X)","(X)","(X)","39.3","(X)",
"860Z200US07079","ZCTA5 07079","6113","225","3.5","2.1","1.3","1.5","4.0","1.7","2.2","1.2","3.6","1.7","8.3","2.6","3.3","1.8","11.5","2.8","13.4","3.9","48.8","4.3","195417","19355","258167","17178","32.2","(X)","(X)","(X)","(X)","(X)","4253","250","0.7","0.8","0.0","1.1","1.2","1.0","0.3","0.5","1.2","1.0","4.0","2.0","2.9","1.9","8.6","2.8","17.2","4.6","63.8","5.5","239731","13968","323916","24389","(X)","(X)","32.2","(X)","(X)","(X)","3601","261","0.4","0.6","0.0","1.2","0.8","0.9","0.4","0.6","1.0","0.9","1.7","1.2","1.2","1.0","7.9","2.9","16.6","5.0","70.0","5.5","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1860","313","10.0","6.3","4.2","4.9","10.5","5.2","6.5","3.6","10.0","5.2","17.3","7.1","4.9","3.0","18.5","5.8","6.7","4.1","11.2","4.8","65195","15859","97798","19583","(X)","(X)","(X)","(X)","29.3","(X)",
"860Z200US07080","ZCTA5 07080","8324","259","1.9","1.2","0.6","0.4","2.1","1.1","1.9","0.9","5.5","1.5","10.9","2.8","11.4","2.3","23.1","3.2","15.7","2.9","26.8","3.2","130205","8140","148749","6665","39.4","(X)","(X)","(X)","(X)","(X)","6748","251","1.5","1.2","0.3","0.4","1.1","0.7","0.9","0.6","2.2","1.0","7.5","3.0","12.2","2.6","25.1","3.8","18.2","3.5","31.0","3.6","146476","13538","164070","7292","(X)","(X)","39.8","(X)","(X)","(X)","5679","286","1.7","1.4","0.2","0.3","0.8","0.7","0.6","0.5","1.9","1.2","4.9","2.2","13.2","2.8","22.7","4.5","19.6","4.0","34.4","4.0","159114","7099","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1576","253","4.1","2.8","1.8","1.8","7.4","5.0","7.0","4.6","20.3","6.5","24.3","7.7","8.8","4.0","18.1","6.1","2.3","1.6","5.9","4.0","58333","10806","76790","10824","(X)","(X)","(X)","(X)","37.4","(X)",
"860Z200US07081","ZCTA5 07081","6883","286","3.0","2.0","3.7","2.2","2.8","1.5","2.9","1.5","5.1","2.2","7.7","2.6","10.3","3.2","13.6","3.6","14.2","3.7","36.7","5.0","155906","25045","178477","12322","28.9","(X)","(X)","(X)","(X)","(X)","4815","257","2.6","2.1","1.5","1.5","0.9","1.0","1.8","1.3","1.3","1.3","7.1","3.4","7.6","3.3","13.2","4.0","17.9","4.8","46.1","6.5","191414","16310","211537","15356","(X)","(X)","32.0","(X)","(X)","(X)","3934","309","1.0","1.4","0.5","0.9","1.1","1.2","2.2","1.6","0.8","1.2","5.4","3.2","7.5","3.9","13.0","4.2","17.4","5.4","50.9","7.6","202434","25588","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2068","332","4.0","4.3","8.9","5.9","7.3","4.3","5.5","3.7","13.8","6.8","11.6","5.9","14.1","6.4","16.4","7.3","8.2","3.7","10.3","4.5","70714","26574","93370","15234","(X)","(X)","(X)","(X)","20.5","(X)",
"860Z200US07082","ZCTA5 07082","2123","375","0.4","0.7","0.0","2.1","0.8","1.2","8.0","4.8","2.1","2.0","16.1","13.7","6.3","3.7","8.3","4.6","7.9","4.3","50.2","10.0","205023","64896","254737","49048","42.5","(X)","(X)","(X)","(X)","(X)","1588","186","0.0","2.8","0.0","2.8","1.0","1.6","2.7","3.1","1.2","1.9","3.5","3.1","7.9","4.7","10.3","5.7","10.3","5.2","63.2","8.0","238750","26362","311812","45669","(X)","(X)","32.6","(X)","(X)","(X)","1437","190","0.0","3.1","0.0","3.1","1.1","1.7","3.0","3.4","0.0","3.1","2.2","2.5","7.6","4.8","9.0","5.8","10.2","5.6","66.9","8.1","246875","30476","N","N","(X)","(X)","(X)","(X)","(X)","(X)","535","353","1.7","2.9","0.0","8.1","0.0","8.1","23.6","21.7","4.7","5.7","53.6","35.2","1.5","2.7","5.6","6.0","2.1","4.1","7.3","10.5","58172","4031","68230","19949","(X)","(X)","(X)","(X)","72.1","(X)",
"860Z200US07083","ZCTA5 07083","20278","653","3.1","1.0","1.3","0.6","3.9","1.1","3.5","1.2","6.6","1.4","10.9","1.9","10.8","2.2","25.0","2.7","12.8","2.1","22.3","2.2","121887","6855","140179","5878","35.7","(X)","(X)","(X)","(X)","(X)","14618","547","1.0","0.6","0.4","0.4","3.5","1.4","2.2","0.8","6.6","1.8","7.9","1.4","10.8","2.5","28.9","3.6","13.1","2.1","25.6","2.7","132871","4857","150017","6426","(X)","(X)","38.3","(X)","(X)","(X)","10734","594","0.7","0.5","0.2","0.2","3.4","1.5","1.5","0.8","6.2","2.2","7.2","1.5","10.4","2.9","27.6","4.1","13.9","2.5","29.1","3.6","137864","6033","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5660","638","8.9","3.4","3.6","1.9","5.0","2.4","7.8","4.2","7.7","2.7","19.7","5.0","10.9","4.1","16.5","4.5","9.5","5.7","10.5","3.3","72723","11459","99308","11844","(X)","(X)","(X)","(X)","27.7","(X)",
"860Z200US07086","ZCTA5 07086","8588","393","2.1","1.2","2.5","1.7","2.9","1.2","2.8","1.6","7.8","2.4","11.1","2.9","10.8","3.5","16.7","3.8","11.2","3.6","32.0","4.1","127763","23389","191656","21107","39.0","(X)","(X)","(X)","(X)","(X)","4795","353","1.2","1.2","1.3","1.3","1.3","1.4","4.3","2.9","7.4","3.7","7.2","3.0","8.6","4.3","15.4","4.5","12.6","5.8","40.8","6.6","170683","32745","244754","34749","(X)","(X)","43.6","(X)","(X)","(X)","3438","375","0.0","1.3","1.8","1.7","0.8","1.2","1.3","0.9","3.5","2.5","2.9","1.9","8.4","5.2","14.1","5.2","16.0","7.9","51.2","8.8","204400","48649","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3793","614","3.5","2.4","4.0","3.1","4.9","2.5","2.0","1.7","8.6","3.6","17.4","5.1","11.8","5.6","18.1","6.8","9.3","3.7","20.6","6.3","96242","10765","121166","13676","(X)","(X)","(X)","(X)","32.9","(X)",
"860Z200US07087","ZCTA5 07087","25725","696","7.4","2.0","5.6","1.2","8.8","1.8","9.4","2.0","9.3","1.6","15.6","1.9","13.4","2.1","16.8","2.1","5.1","1.2","8.7","1.4","64310","4602","86916","4881","48.7","(X)","(X)","(X)","(X)","(X)","16852","601","6.6","2.2","2.5","0.8","9.7","2.4","8.6","2.0","10.2","1.6","16.7","2.8","15.5","2.6","16.1","2.5","5.9","1.6","8.4","1.7","67285","4295","87864","4728","(X)","(X)","53.3","(X)","(X)","(X)","8936","614","3.3","2.4","1.0","0.8","4.7","1.8","6.7","2.2","7.7","2.0","18.3","3.3","17.8","3.7","19.4","3.6","7.6","2.7","13.5","3.1","85113","5112","109911","7723","(X)","(X)","(X)","(X)","(X)","(X)","8873","783","11.5","3.3","11.9","2.8","8.8","2.9","12.5","4.1","9.1","3.0","11.4","2.6","10.5","3.6","14.3","3.7","2.9","1.2","7.1","2.4","45085","9890","75272","12269","(X)","(X)","(X)","(X)","35.7","(X)",
"860Z200US07088","ZCTA5 07088","1096","206","4.2","4.5","1.0","1.5","7.6","5.7","7.1","6.5","7.4","5.3","10.8","7.1","19.0","12.7","22.4","9.8","4.0","4.2","16.5","7.8","93240","17959","106157","14891","39.0","(X)","(X)","(X)","(X)","(X)","775","207","0.0","5.6","0.0","5.6","5.0","5.6","3.5","5.4","2.8","3.8","8.5","7.0","23.2","16.6","28.0","12.0","8.6","7.3","20.3","10.3","111674","14104","125209","16442","(X)","(X)","37.5","(X)","(X)","(X)","350","97","0.0","12.0","0.0","12.0","5.4","8.5","6.6","10.5","4.3","6.8","16.9","14.4","14.6","12.5","26.6","14.2","4.3","5.2","21.4","14.1","108929","38947","N","N","(X)","(X)","(X)","(X)","(X)","(X)","321","119","14.3","15.3","3.4","5.4","13.7","13.4","15.9","18.0","18.4","15.5","16.2","16.4","8.7","8.6","9.0","14.0","0.3","6.2","0.0","13.1","43006","20619","48882","20782","(X)","(X)","(X)","(X)","42.4","(X)",
"860Z200US07090","ZCTA5 07090","10900","354","1.7","1.0","0.3","0.4","1.6","0.7","3.3","1.7","2.5","1.2","4.1","1.2","7.6","2.2","13.4","3.4","9.7","2.9","55.7","3.9","232629","17720","306889","22109","31.8","(X)","(X)","(X)","(X)","(X)","8538","322","0.5","0.5","0.0","0.5","0.2","0.3","0.5","0.7","0.9","0.8","4.2","1.5","4.4","1.5","11.4","4.1","10.2","3.5","67.7","4.3","250,000+","***","353607","27148","(X)","(X)","30.4","(X)","(X)","(X)","7839","368","0.5","0.5","0.0","0.6","0.0","0.6","0.1","0.2","0.8","0.8","3.0","1.4","2.8","1.4","10.8","4.4","10.7","3.8","71.3","5.0","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2362","360","6.4","4.2","1.4","1.7","6.7","3.0","13.3","7.1","8.4","4.6","5.5","3.6","19.9","7.4","18.3","5.9","7.7","3.6","12.4","5.0","81934","5127","131477","32357","(X)","(X)","(X)","(X)","35.6","(X)",
